CNTRYID,CNT,CNTSCHID,CNTTCHID,TEACHERID,CYC,NatCen,Region,STRATUM,SUBNATIO,OECD,ADMINMODE,LANGTEST,TC001Q01NA,TC002Q01NA,TC004Q01NA,TC005Q01NA,TC005Q02NA,TC006Q01NA,TC007Q01NA,TC007Q02NA,TC012Q01NA,TC013Q01NA,TC014Q01NA,TC015Q01NA,TC018Q01NA,TC018Q01NB,TC018Q02NA,TC018Q02NB,TC018Q03NA,TC018Q03NB,TC018Q04NA,TC018Q04NB,TC018Q05NA,TC018Q05NB,TC018Q06NA,TC018Q06NB,TC018Q07NA,TC018Q07NB,TC018Q08NA,TC018Q08NB,TC018Q09NA,TC018Q09NB,TC018Q10NA,TC018Q10NB,TC018Q11NA,TC018Q11NB,TC020Q01NA,TC020Q02NA,TC020Q03NA,TC020Q04NA,TC020Q05NA,TC020Q06NA,TC021Q01NA,TC026Q01NA,TC026Q02NA,TC026Q04NA,TC026Q05NA,TC026Q06NA,TC026Q07NA,TC026Q09NA,TC026Q10NA,TC028Q01NA,TC028Q02NA,TC028Q03NA,TC028Q04NA,TC028Q05NA,TC028Q06NA,TC028Q07NA,TC028Q08NA,TC029Q01NA,TC029Q02NA,TC029Q03NA,TC029Q04NA,TC030Q01NA,TC030Q02NA,TC030Q03NA,TC030Q04NA,TC039Q01NA,TC041Q01NA,TC041Q02NA,TC041Q03NA,TC041Q04NA,TC041Q05NA,TC041Q06NA,TC041Q07NA,TC041Q08NA,TC043Q01NA,TC031Q04NA,TC031Q07NA,TC031Q11NA,TC031Q13NA,TC031Q14NA,TC031Q15NA,TC031Q18NA,TC031Q20NA,TC037Q01NA,TC037Q02NA,TC037Q03NA,TC037Q04NA,TC037Q05NA,TC037Q06NA,TC037Q07NA,TC037Q08NA,TC037Q09NA,TC037Q10NA,TC037Q11NA,TC037Q12NA,TC037Q13NA,TC037Q14NA,TC037Q15NA,TC037Q16NA,TC037Q17NA,TC037Q18NA,TC037Q19NA,TC037Q20NA,TC037Q21NA,TC037Q22NA,TC033Q04NA,TC033Q05NA,TC033Q06NA,TC033Q08NA,TC034Q01NA,TC034Q02NA,TC034Q04NA,TC034Q06NA,TC045Q01NA,TC045Q01NB,TC045Q02NA,TC045Q02NB,TC045Q03NA,TC045Q03NB,TC045Q04NA,TC045Q04NB,TC045Q05NA,TC045Q05NB,TC045Q06NA,TC045Q06NB,TC045Q07NA,TC045Q07NB,TC045Q08NA,TC045Q08NB,TC045Q09NA,TC045Q09NB,TC045Q10NA,TC045Q10NB,TC045Q11NA,TC045Q11NB,TC045Q12NA,TC045Q12NB,TC045Q13NA,TC045Q13NB,TC045Q14NA,TC045Q14NB,TC045Q15NA,TC045Q15NB,TC060Q02NA,TC060Q04NA,TC060Q06NA,TC060Q07NA,TC060Q09NA,TC046Q01NA,TC046Q02NA,TC046Q03NA,TC046Q04NA,TC046Q05NA,TC046Q06NA,TC046Q07NA,TC046Q08NA,TC048Q01NA,TC048Q02NA,TC048Q03NA,TC051Q01NA,TC051Q02NA,TC051Q03NA,TC051Q04NA,TC051Q05NA,TC052Q01NA,TC052Q02NA,TC052Q03NA,TC052Q04NA,TC053Q01NA,TC053Q02NA,TC053Q03NA,TC054Q01NA,TC054Q02NA,TC054Q03NA,TC054Q04NA,TC054Q05NA,TC054Q06NA,TC054Q07NA,TC055Q01NA,TC055Q02NA,TC055Q03NA,TC055Q04NA,TC055Q05NA,TC055Q06NA,TC055Q07NA,TC055Q08NA,TC055Q11NA,TC055Q13NA,TC055Q14NA,EMPLSTATd,EMPLTIM1,EMPLTIM2,NSCHEMPL,OTT1,OTT2,NTEACH1,NTEACH2,NTEACH3,NTEACH4,NTEACH5,NTEACH6,NTEACH7,NTEACH8,NTEACH9,NTEACH10,NTEACH11,STTMG1,STTMG2,STTMG3,STTMG4,STTMG5,STTMG6,STTMG7,STTMG8,STTMG9,STTMG10,STTMG11,PROPDT20,SATJOB,SATTEACH,TCEDUSHORT,TCSTAFFSHORT,COLSCIT,SETEACH,SECONT,TC045Q01,TC045Q02,TC045Q03,TC045Q04,TC045Q05,TC045Q06,TC045Q07,TC045Q08,TC045Q09,TC045Q10,TC045Q11,TC045Q12,TC045Q13,TC045Q14,TC045Q15,EXCHT,TCLEAD,W_SCHGRNRABWT,VER_DAT,SCHID
840,USA,84000205,84003270,5,06MS,084000,84000,USA9797,8400000,1,2,313,1,33,1,1,1,2,9,10,4,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,1,4,4,1,4,1,4,4,4,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,3,3,4,4,3,2,2,3,6,6,6,6,6,6,3,4,1,2,4,2,2,2,4,2,2,2,2,2,3,1,2,2,4,4,3,4,4,4,4,2,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,1.4514,1.6557,-1.3602,-1.6183,NA,NA,NA,3,3,3,3,2,3,0,3,1,1,3,0,2,2,1,2.4995,0.7074,53.745640592,21DEC16,00205
840,USA,84000205,84001422,4,06MS,084000,84000,USA9797,8400000,1,2,313,2,47,1,1,4,7,5,NA,4,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1,2,1,1,1,1,4,3,1,4,3,4,4,4,1,1,1,1,1,1,1,1,70,15,5,10,50,30,10,10,1,3,3,4,4,4,2,4,2,1,3,2,3,3,3,2,3,3,4,4,4,4,4,4,3,2,NA,4,4,3,3,3,2,2,2,3,4,3,NA,3,3,3,4,3,4,4,4,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NA,NA,NA,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,3,0,1,0,0,1,0,1,0,1,1.4514,0.0769,-1.3602,-1.6183,-0.6147,0.0862,1.3603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.745640592,21DEC16,00205
840,USA,84000205,84000425,4,06MS,084000,84000,USA9797,8400000,1,2,313,1,38,1,1,1,1,13,13,4,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,1,3,3,1,4,2,4,3,4,1,1,1,1,1,1,1,1,50,30,15,5,10,85,5,0,1,4,4,4,4,4,2,4,1,1,3,2,3,2,3,3,3,3,3,3,2,2,2,3,2,3,2,4,2,2,3,2,2,3,2,2,3,2,2,2,4,3,4,4,4,3,4,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0.9902,0.159,-1.3602,-1.6183,-0.561,0.8665,0.2279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.745640592,21DEC16,00205
840,USA,84000205,84000821,4,06MS,084000,84000,USA9797,8400000,1,2,313,1,48,1,1,1,3,21,25,4,2,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,2,2,1,1,1,3,3,2,3,3,3,3,3,1,1,1,2,1,1,1,2,60,25,10,5,10,80,8,2,1,3,3,3,2,3,2,3,2,1,3,1,4,4,3,3,3,3,3,3,3,2,2,2,3,2,2,4,3,2,3,2,1,2,1,2,2,2,2,2,4,3,2,4,4,4,4,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,3,3,3,3,1,1,0,0,1,0,0,1,-0.5239,-0.5963,-0.7342,-0.6152,-0.0442,-0.1161,1.3603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.745640592,21DEC16,00205
840,USA,84000205,84005504,4,06MS,084000,84000,USA9797,8400000,1,2,313,1,42,1,1,1,1,20,20,4,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,2,1,1,3,3,2,4,3,3,3,3,1,1,2,2,1,1,2,1,70,NA,30,NA,NA,50,50,NA,1,NA,4,4,3,3,2,3,2,1,4,2,4,3,4,3,3,2,3,3,2,4,3,2,2,4,3,3,2,2,2,2,1,2,1,2,3,3,2,2,4,3,3,4,3,3,3,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0.3233,-0.5963,-0.7305,-0.2557,0.193,0.3648,-0.1833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.745640592,21DEC16,00205
840,USA,84000205,84005185,4,06MS,084000,84000,USA9797,8400000,1,2,313,1,37,1,1,1,NA,10,10,4,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,3,3,2,4,2,4,3,3,1,2,2,1,2,2,2,2,50,25,25,0,60,35,5,0,1,3,4,4,4,4,4,4,2,1,3,2,3,2,3,3,3,3,3,2,3,3,2,3,1,3,2,3,2,2,2,3,1,1,1,3,3,1,2,3,4,3,3,4,4,4,4,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0.6799,-0.2701,-0.15,-0.4068,-0.561,0.3648,1.3603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.745640592,21DEC16,00205
840,USA,84000205,84001673,4,06MS,084000,84000,USA9797,8400000,1,2,313,1,64,1,1,NA,1,25,25,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,NA,1,1,3,3,1,4,2,4,4,4,1,1,1,1,1,1,1,1,60,10,30,NA,NA,40,10,50,1,4,4,4,3,3,2,3,2,1,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,4,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.4514,0.159,-1.3602,-1.6183,-0.0705,0.5149,0.2279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.745640592,21DEC16,00205
840,USA,84000205,84001409,4,06MS,084000,84000,USA9797,8400000,1,2,313,2,64,1,1,NA,5,24,42,4,2,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,1,1,1,1,3,3,2,3,2,2,3,3,2,2,2,2,2,2,2,2,75,10,10,5,25,60,15,NA,1,4,4,4,3,3,2,3,NA,2,3,2,4,3,NA,3,3,2,3,3,4,3,3,3,3,2,2,3,2,2,3,3,2,3,2,3,3,2,3,2,2,3,3,3,4,4,3,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,1,0,0,1,-1.1386,-0.2701,-0.15,0.2326,-0.4224,-0.9198,0.7525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.745640592,21DEC16,00205
840,USA,84000205,84004273,4,06MS,084000,84000,USA9797,8400000,1,2,313,1,50,1,1,1,3,9,12,4,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,1,3,3,2,4,2,3,3,3,1,1,1,1,1,1,1,1,0,10,90,0,10,80,5,5,1,4,4,4,4,4,2,4,3,1,4,3,4,3,4,NA,3,3,3,3,3,3,2,2,3,3,1,2,2,1,2,3,1,2,1,2,4,1,2,2,3,3,4,3,3,3,3,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0.3233,-0.2701,-1.3602,-1.6183,0.7392,0.0862,-0.1833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.745640592,21DEC16,00205
840,USA,84000205,84004841,4,06MS,084000,84000,USA9797,8400000,1,2,313,1,28,3,1,1,1,3,3,4,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,1,1,4,4,1,4,1,4,4,4,1,1,1,1,1,1,1,1,10,50,30,10,20,60,20,NA,1,4,4,4,4,4,4,4,4,1,4,3,4,4,2,4,4,4,4,4,3,3,3,3,3,4,3,4,4,2,3,3,2,2,2,2,2,3,2,2,4,4,4,4,3,3,3,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1.4514,1.6557,-1.3602,-1.6183,1.0423,1.6252,-0.6664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.745640592,21DEC16,00205
840,USA,84000205,84002776,5,06MS,084000,84000,USA9797,8400000,1,2,313,1,34,1,1,1,1,11,11,4,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,2,2,1,1,3,4,1,3,1,3,4,3,1,2,3,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,3,3,3,3,3,1,2,2,6,5,3,5,4,6,5,5,1,4,2,4,2,3,3,3,3,3,2,3,3,1,3,3,2,3,1,3,3,3,3,3,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,3,3,3,2,0,0,0,0,0,0,3,1,0.1284,1.0141,-1.3602,0.3093,NA,NA,NA,3,3,3,1,0,1,0,1,0,1,1,0,1,0,0,0.0823,0.0451,53.745640592,21DEC16,00205
840,USA,84000210,84001347,5,06MS,084000,84000,USA9797,8400000,1,2,313,2,35,3,1,NA,3,0,6,4,2,2,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,2,2,2,3,3,3,2,2,4,3,4,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,3,3,2,4,2,1,2,1,4,4,3,1,4,1,1,1,2,1,3,3,3,1,3,1,2,3,2,2,3,1,2,2,2,2,2,3,3,3,3,2,1,3,2,3,2,2,2,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,-1.2809,-1.1802,-0.15,1.4678,NA,NA,NA,3,2,2,2,0,3,2,2,0,1,3,1,2,2,0,-0.7056,-0.3618,1603.9339686,21DEC16,00210
840,USA,84000210,84003621,5,06MS,084000,84000,USA9797,8400000,1,2,313,1,30,3,1,1,2,3,5,4,2,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,1,1,2,1,3,3,1,NA,2,3,3,3,3,2,3,2,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,2,3,3,1,2,2,3,3,3,1,2,6,4,3,2,4,2,3,3,2,4,3,3,3,2,2,3,2,2,3,2,4,4,2,3,3,3,2,1,1,4,4,1,1,2,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,3,0,0,3,0,0,0,0,0,2,1,1,-0.5693,0.159,0.3869,0.7009,NA,NA,NA,1,1,3,1,1,1,0,3,0,0,0,0,0,0,3,-1.0904,-0.5502,1603.9339686,21DEC16,00210
840,USA,84000210,84003161,5,06MS,084000,84000,USA9797,8400000,1,2,313,1,22,2,1,1,2,1,1,3,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,3,3,2,3,2,3,3,3,1,1,1,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,5,5,5,5,5,6,2,2,3,4,3,3,2,3,3,2,2,3,2,2,3,4,2,3,2,3,4,3,4,3,3,4,1,3,2,2,2,1,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,-0.5239,-0.2701,-0.4025,-1.6183,NA,NA,NA,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,0.3912,-2.4917,1603.9339686,21DEC16,00210
840,USA,84000210,84003493,4,06MS,084000,84000,USA9797,8400000,1,2,313,2,31,2,3,1,3,4,8,4,2,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,2,2,1,1,1,2,3,2,3,3,3,3,2,3,3,1,1,2,3,1,2,NA,NA,NA,100,0,NA,100,NA,1,3,4,3,3,3,4,2,1,1,2,2,2,3,2,3,4,4,2,2,3,2,4,2,2,1,1,4,2,2,3,3,4,2,4,4,4,2,2,2,3,2,3,4,3,4,3,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,-1.0434,-0.8028,-0.4875,0.0276,-0.5876,-0.4431,0.3184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1603.9339686,21DEC16,00210
840,USA,84000210,84004799,4,06MS,084000,84000,USA9797,8400000,1,2,313,2,28,3,1,NA,1,0,0,3,1,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,4,4,1,4,2,3,3,3,4,4,2,2,3,4,3,2,30,20,50,NA,30,20,50,NA,1,4,2,4,3,3,3,4,3,1,2,2,2,2,2,2,2,2,3,4,4,3,3,3,3,2,2,4,4,2,3,4,3,3,3,2,2,2,2,2,2,4,4,4,3,4,4,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0.3233,0.8642,0.556,1.1603,-1.4679,0.604,0.6771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1603.9339686,21DEC16,00210
